,Birth,Birth_rate,Death,Death_rate,Divorce,Divorce_rate,Marriage,Marriage_rate,Natural_growth,Natural_growth_rate
1353,1.717,8.34,969.0,4.7,440.0,2.1,1012.0,4.9,748.0,3.6
1354,1.197,9.99,513.0,4.3,235.0,2.0,742.0,6.2,684.0,5.7
1355,1.003,8.08,908.0,7.3,302.0,2.4,687.0,5.5,95.0,0.8
1356,1.142,9.91,449.0,3.9,211.0,1.8,634.0,5.5,693.0,6.0
1357,9.505,10.75,3659.0,4.1,2234.0,2.5,5626.0,6.4,5846.0,6.6
1358,1.873,8.47,1613.0,7.3,422.0,1.9,1233.0,5.6,260.0,1.2
1359,2.429,9.35,1606.0,6.2,572.0,2.2,1440.0,5.5,823.0,3.2
1360,2.026,9.46,889.0,4.2,597.0,2.8,1218.0,5.7,1137.0,5.3
1361,0.465,10.14,223.0,4.9,114.0,2.5,265.0,5.8,242.0,5.3
1362,1.275,8.26,1145.0,7.4,343.0,2.2,837.0,5.4,130.0,0.8
1363,1.348,8.37,1413.0,8.8,322.0,2.0,849.0,5.3,-65.0,-0.4
1364,,,,,,,,,,
1365,7.897,9.43,3173.0,3.8,2015.0,2.4,5362.0,6.4,4724.0,5.6
1366,0.876,9.79,316.0,3.5,207.0,2.3,536.0,6.0,560.0,6.3
1367,37.666,9.38,20360.0,5.1,9528.0,2.4,24364.0,6.1,17306.0,4.3
1368,2.195,7.13,1614.0,5.2,805.0,2.6,1948.0,6.3,581.0,1.9
1369,1.145,9.05,803.0,6.3,318.0,2.5,873.0,6.9,342.0,2.7
1370,1.551,9.3,1155.0,6.9,359.0,2.2,1350.0,8.1,396.0,2.4
1371,1.697,7.99,1004.0,4.7,468.0,2.2,1300.0,6.1,693.0,3.3
1372,1.178,9.51,502.0,4.1,240.0,1.9,916.0,7.4,676.0,5.5
1373,1.042,8.13,892.0,7.0,336.0,2.6,818.0,6.4,150.0,1.2
1374,1.178,9.89,482.0,4.0,271.0,2.3,820.0,6.9,696.0,5.8
1375,9.671,10.57,3626.0,4.0,2420.0,2.6,7341.0,8.0,6045.0,6.6
1376,1.857,8.12,1655.0,7.2,440.0,1.9,1578.0,6.9,202.0,0.9
1377,2.491,9.27,1532.0,5.7,641.0,2.4,2000.0,7.4,959.0,3.6
1378,1.976,8.93,957.0,4.3,709.0,3.2,1616.0,7.3,1019.0,4.6
1379,0.46,9.7,239.0,5.0,142.0,3.0,315.0,6.6,221.0,4.7
1380,1.259,7.9,1091.0,6.8,349.0,2.2,982.0,6.2,168.0,1.1
1381,1.35,8.11,1345.0,8.1,341.0,2.0,965.0,5.8,5.0,0.0
1382,,,,,,,,,,
1383,7.779,8.99,3188.0,3.7,2000.0,2.3,7079.0,8.2,4591.0,5.3
1384,0.911,9.85,361.0,3.9,239.0,2.6,752.0,8.1,550.0,5.9
1385,37.74,9.1,20446.0,4.9,10295.0,2.5,31420.0,7.6,17294.0,4.2
1386,2.024,6.79,1418.0,4.8,783.0,2.6,1787.0,6.0,606.0,2.0
1387,1.038,8.47,766.0,6.3,303.0,2.5,824.0,6.7,272.0,2.2
1388,1.455,9.01,1088.0,6.7,381.0,2.4,1084.0,6.7,367.0,2.3
1389,1.576,7.67,862.0,4.2,448.0,2.2,1204.0,5.9,714.0,3.5
1390,1.159,9.66,436.0,3.6,298.0,2.5,824.0,6.9,723.0,6.0
1391,0.912,7.35,858.0,6.9,355.0,2.9,849.0,6.8,54.0,0.4
1392,1.029,8.93,446.0,3.9,254.0,2.2,741.0,6.4,583.0,5.1
1393,9.149,10.31,3355.0,3.8,2499.0,2.8,6781.0,7.6,5794.0,6.5
1394,1.782,8.05,1618.0,7.3,496.0,2.2,1435.0,6.5,164.0,0.7
1395,2.273,8.74,1441.0,5.5,722.0,2.8,1801.0,6.9,832.0,3.2
1396,1.839,8.58,862.0,4.0,739.0,3.4,1481.0,6.9,977.0,4.6
1397,0.454,9.89,218.0,4.7,158.0,3.4,322.0,7.0,236.0,5.1
1398,1.223,7.93,1041.0,6.7,383.0,2.5,863.0,5.6,182.0,1.2
1399,1.217,7.56,1237.0,7.7,408.0,2.5,870.0,5.4,-20.0,-0.1
1400,,,,,,,,,,
1401,7.354,8.78,3036.0,3.6,2204.0,2.6,6500.0,7.8,4318.0,5.2
1402,0.863,9.64,323.0,3.6,237.0,2.6,730.0,8.2,540.0,6.0
1403,35.347,8.8,19005.0,4.7,10923.0,2.7,29038.0,7.2,16342.0,4.1
1404,1.955,6.35,1457.0,4.7,830.0,2.7,1303.0,4.2,498.0,1.6
1405,1.099,8.68,729.0,5.8,275.0,2.2,658.0,5.2,370.0,2.9
1406,1.444,8.65,1030.0,6.2,346.0,2.1,880.0,5.3,414.0,2.5
1407,1.547,7.28,904.0,4.3,453.0,2.1,875.0,4.1,643.0,3.0
1408,1.121,9.04,471.0,3.8,287.0,2.3,624.0,5.0,650.0,5.2
1409,1.001,7.81,916.0,7.2,316.0,2.5,597.0,4.7,85.0,0.7
1410,1.031,8.65,443.0,3.7,202.0,1.7,543.0,4.6,588.0,4.9
1411,8.931,9.73,3507.0,3.8,2466.0,2.7,5236.0,5.7,5424.0,5.9
1412,1.737,7.6,1579.0,6.9,458.0,2.0,1097.0,4.8,158.0,0.7
1413,2.334,8.68,1511.0,5.6,597.0,2.2,1380.0,5.1,823.0,3.1
1414,1.956,8.83,888.0,4.0,658.0,3.0,1156.0,5.2,1068.0,4.8
1415,0.479,10.09,244.0,5.1,143.0,3.0,261.0,5.5,235.0,5.0
1416,1.275,8.01,1045.0,6.6,323.0,2.0,770.0,4.8,230.0,1.4
1417,1.27,7.65,1291.0,7.8,335.0,2.0,759.0,4.6,-21.0,-0.1
1418,,,,,,,,,,
1419,7.149,8.26,3127.0,3.6,1997.0,2.3,5054.0,5.8,4022.0,4.6
1420,0.825,8.91,339.0,3.7,249.0,2.7,504.0,5.4,486.0,5.2
1421,35.154,8.47,19481.0,4.7,10164.0,2.4,22414.0,5.4,15673.0,3.8
1422,2.155,7.01,1541.0,5.0,545.0,1.8,1568.0,5.1,614.0,2.0
1423,1.132,8.93,800.0,6.3,336.0,2.7,635.0,5.0,332.0,2.6
1424,1.517,9.09,1096.0,6.6,461.0,2.8,918.0,5.5,421.0,2.5
1425,1.726,8.13,939.0,4.4,525.0,2.5,1069.0,5.0,787.0,3.7
1426,1.191,9.59,511.0,4.1,292.0,2.4,678.0,5.5,680.0,5.5
1427,1.045,8.16,812.0,6.3,350.0,2.7,522.0,4.1,233.0,1.8
1428,1.079,9.04,498.0,4.2,256.0,2.1,609.0,5.1,581.0,4.9
1429,9.559,10.4,3605.0,3.9,2758.0,3.0,5945.0,6.5,5954.0,6.5
1430,1.812,7.93,1599.0,7.0,597.0,2.6,1076.0,4.7,213.0,0.9
1431,2.479,9.22,1525.0,5.7,790.0,2.9,1553.0,5.8,954.0,3.5
1432,1.983,8.94,969.0,4.4,844.0,3.8,1411.0,6.4,1014.0,4.6
1433,0.492,10.36,222.0,4.7,157.0,3.3,231.0,4.9,270.0,5.7
1434,1.323,8.31,1084.0,6.8,401.0,2.5,688.0,4.3,239.0,1.5
1435,1.284,7.74,1337.0,8.1,407.0,2.5,757.0,4.6,-53.0,-0.3
1436,,,,,,,,,,
1437,7.759,8.97,3269.0,3.8,2081.0,2.4,5984.0,6.9,4490.0,5.2
1438,0.921,9.94,340.0,3.7,279.0,3.0,503.0,5.4,581.0,6.3
1439,37.457,9.02,20147.0,4.9,11375.0,2.7,25182.0,6.1,17310.0,4.2
1440,2.184,7.34,1493.0,5.0,686.0,2.3,1093.0,3.7,691.0,2.3
1441,1.116,9.09,768.0,6.3,320.0,2.6,523.0,4.3,348.0,2.8
1442,1.605,9.93,1043.0,6.5,388.0,2.4,761.0,4.7,562.0,3.5
1443,1.769,8.61,934.0,4.5,349.0,1.7,756.0,3.7,835.0,4.1
1444,1.232,10.24,459.0,3.8,270.0,2.2,540.0,4.5,773.0,6.4
1445,1.048,8.46,836.0,6.7,331.0,2.7,531.0,4.3,212.0,1.7
1446,1.19,10.3,461.0,4.0,286.0,2.5,445.0,3.9,729.0,6.3
1447,9.834,11.04,3539.0,4.0,2266.0,2.5,4549.0,5.1,6295.0,7.1
1448,1.953,8.84,1643.0,7.4,387.0,1.8,873.0,4.0,310.0,1.4
1449,2.501,9.61,1594.0,6.1,678.0,2.6,1155.0,4.4,907.0,3.5
1450,2.005,9.34,904.0,4.2,700.0,3.3,988.0,4.6,1101.0,5.1
1451,0.533,11.6,233.0,5.1,100.0,2.2,220.0,4.8,300.0,6.5
1452,1.317,8.56,1048.0,6.8,360.0,2.3,639.0,4.2,269.0,1.7
1453,1.326,8.27,1275.0,8.0,370.0,2.3,621.0,3.9,51.0,0.3
1454,,,,,,,,,,
1455,7.913,9.45,3165.0,3.8,2087.0,2.5,4335.0,5.2,4748.0,5.7
1456,0.945,10.54,335.0,3.7,247.0,2.8,367.0,4.1,610.0,6.8
1457,38.471,9.57,19730.0,4.9,10047.0,2.5,19207.0,4.8,18741.0,4.7
1458,2.299,7.48,1603.0,5.2,678.0,2.2,1298.0,4.2,696.0,2.3
1459,1.102,8.68,810.0,6.4,193.0,1.5,628.0,4.9,292.0,2.3
1460,1.574,9.42,1188.0,7.1,390.0,2.3,878.0,5.3,386.0,2.3
1461,1.756,8.27,857.0,4.0,388.0,1.8,922.0,4.3,899.0,4.2
1462,1.214,9.76,517.0,4.2,252.0,2.0,630.0,5.1,697.0,5.6
1463,1.025,8.01,832.0,6.5,350.0,2.7,610.0,4.8,193.0,1.5
1464,1.183,9.9,502.0,4.2,241.0,2.0,590.0,4.9,681.0,5.7
1465,9.896,10.74,3625.0,3.9,2402.0,2.6,5657.0,6.1,6271.0,6.8
1466,1.986,8.7,1678.0,7.3,404.0,1.8,1058.0,4.6,308.0,1.3
1467,2.527,9.39,1633.0,6.1,448.0,1.7,1382.0,5.1,894.0,3.3
1468,2.012,9.05,906.0,4.1,664.0,3.0,1317.0,5.9,1106.0,5.0
1469,0.483,10.17,273.0,5.7,129.0,2.7,255.0,5.4,210.0,4.4
1470,1.253,7.88,1133.0,7.1,416.0,2.6,685.0,4.3,120.0,0.8
1471,1.294,7.82,1358.0,8.2,351.0,2.1,731.0,4.4,-64.0,-0.4
1472,,,,,,,,,,
1473,8.05,9.3,3202.0,3.7,1793.0,2.1,5279.0,6.1,4848.0,5.6
1474,0.902,9.73,350.0,3.8,197.0,2.1,479.0,5.2,552.0,6.0
1475,38.556,9.27,20467.0,4.9,9543.0,2.3,23163.0,5.6,18089.0,4.4
1476,2.118,7.12,1601.0,5.4,790.0,2.7,2035.0,6.8,517.0,1.7
1477,1.077,8.77,824.0,6.7,226.0,1.8,981.0,8.0,253.0,2.1
1478,1.534,9.48,1204.0,7.4,404.0,2.5,1435.0,8.9,330.0,2.0
1479,1.658,8.07,1002.0,4.9,475.0,2.3,1452.0,7.1,656.0,3.2
1480,1.193,9.9,510.0,4.2,295.0,2.4,939.0,7.8,683.0,5.7
1481,0.972,7.85,902.0,7.3,314.0,2.5,869.0,7.0,70.0,0.6
1482,1.055,9.12,496.0,4.3,276.0,2.4,885.0,7.6,559.0,4.8
1483,9.622,10.77,3686.0,4.1,2634.0,2.9,8067.0,9.0,5936.0,6.6
1484,1.805,8.17,1674.0,7.6,443.0,2.0,1627.0,7.4,131.0,0.6
1485,2.411,9.26,1576.0,6.1,592.0,2.3,2200.0,8.4,835.0,3.2
1486,1.979,9.19,961.0,4.5,718.0,3.3,1781.0,8.3,1018.0,4.7
1487,0.499,10.86,281.0,6.1,135.0,2.9,364.0,7.9,218.0,4.7
1488,1.241,8.07,1135.0,7.4,353.0,2.3,947.0,6.2,106.0,0.7
1489,1.322,8.26,1385.0,8.7,394.0,2.5,989.0,6.2,-63.0,-0.4
1490,,,,,,,,,,
1491,7.754,9.26,3309.0,4.0,1958.0,2.3,7508.0,9.0,4445.0,5.3
1492,0.87,9.7,365.0,4.1,228.0,2.5,831.0,9.3,505.0,5.6
1493,37.11,9.22,20911.0,5.2,10471.0,2.6,33716.0,8.4,16199.0,4.0
1494,1.938,6.31,1730.0,5.6,705.0,2.3,2864.0,9.3,208.0,0.7
1495,1.051,8.28,803.0,6.3,286.0,2.3,1322.0,10.4,248.0,2.0
1496,1.474,8.8,1287.0,7.7,375.0,2.2,1918.0,11.4,187.0,1.1
1497,1.485,7.0,971.0,4.6,430.0,2.0,1983.0,9.3,514.0,2.4
1498,1.109,8.91,528.0,4.2,296.0,2.4,1406.0,11.3,581.0,4.7
1499,0.952,7.44,890.0,7.0,295.0,2.3,1210.0,9.5,62.0,0.5
1500,1.005,8.41,500.0,4.2,215.0,1.8,1212.0,10.1,505.0,4.2
1501,8.932,9.66,3870.0,4.2,2430.0,2.6,10840.0,11.7,5062.0,5.5
1502,1.735,7.6,1791.0,7.8,450.0,2.0,2331.0,10.2,-56.0,-0.2
1503,2.261,8.39,1675.0,6.2,542.0,2.0,2970.0,11.0,586.0,2.2
1504,1.821,8.17,975.0,4.4,389.0,1.7,2442.0,11.0,846.0,3.8
1505,0.491,10.35,261.0,5.5,126.0,2.7,437.0,9.2,230.0,4.8
1506,1.12,7.06,1151.0,7.3,353.0,2.2,1418.0,8.9,-31.0,-0.2
1507,1.163,7.04,1446.0,8.8,338.0,2.0,1350.0,8.2,-283.0,-1.7
1508,,,,,,,,,,
1509,7.446,8.61,3404.0,3.9,1966.0,2.3,10465.0,12.1,4042.0,4.7
1510,0.852,9.18,372.0,4.0,221.0,2.4,1108.0,11.9,480.0,5.2
1511,34.835,8.37,21654.0,5.2,9631.0,2.3,46099.0,11.1,13181.0,3.2
1512,2.416,7.88,1771.0,5.8,692.0,2.3,2195.0,7.2,645.0,2.1
1513,1.263,9.95,875.0,6.9,286.0,2.3,915.0,7.2,388.0,3.1
1514,1.783,10.63,1280.0,7.6,425.0,2.5,1291.0,7.7,503.0,3.0
1515,1.866,8.8,1137.0,5.4,478.0,2.3,1497.0,7.1,729.0,3.4
1516,1.395,11.2,515.0,4.1,283.0,2.3,887.0,7.1,880.0,7.1
1517,1.23,9.62,972.0,7.6,378.0,3.0,911.0,7.1,258.0,2.0
1518,1.376,11.5,546.0,4.6,227.0,1.9,928.0,7.8,830.0,6.9
1519,11.086,11.96,4014.0,4.3,2654.0,2.9,7466.0,8.1,7072.0,7.6
1520,2.146,9.4,1874.0,8.2,475.0,2.1,1761.0,7.7,272.0,1.2
1521,2.874,10.67,1755.0,6.5,662.0,2.5,2277.0,8.4,1119.0,4.2
1522,2.283,10.23,1043.0,4.7,588.0,2.6,1672.0,7.5,1240.0,5.6
1523,0.556,11.72,284.0,6.0,151.0,3.2,393.0,8.3,272.0,5.7
1524,1.661,10.47,1229.0,7.7,400.0,2.5,1085.0,6.8,432.0,2.7
1525,1.687,10.23,1425.0,8.6,384.0,2.3,1129.0,6.8,262.0,1.6
1526,,,,,,,,,,
1527,9.069,10.48,3608.0,4.2,2084.0,2.4,6855.0,7.9,5461.0,6.3
1528,1.013,10.91,395.0,4.3,254.0,2.7,766.0,8.3,618.0,6.7
1529,43.704,10.5,22723.0,5.5,10643.0,2.6,32882.0,7.9,20981.0,5.0
1530,2.186,7.89,1602.0,5.8,657.0,2.4,1894.0,6.8,584.0,2.1
1531,1.168,10.18,762.0,6.6,254.0,2.2,758.0,6.6,406.0,3.5
1532,1.639,10.82,1102.0,7.3,347.0,2.3,1071.0,7.1,537.0,3.5
1533,1.78,9.29,899.0,4.7,395.0,2.1,1322.0,6.9,881.0,4.6
1534,1.249,11.09,490.0,4.3,253.0,2.2,785.0,7.0,759.0,6.7
1535,1.135,9.83,840.0,7.3,319.0,2.8,640.0,5.5,295.0,2.6
1536,1.236,11.43,518.0,4.8,249.0,2.3,707.0,6.5,718.0,6.6
1537,10.122,12.07,3375.0,4.0,2427.0,2.9,6417.0,7.7,6747.0,8.0
1538,2.032,9.87,1514.0,7.4,424.0,2.1,1366.0,6.6,518.0,2.5
1539,2.537,10.42,1499.0,6.2,611.0,2.5,1914.0,7.9,1038.0,4.3
1540,2.094,10.38,859.0,4.3,554.0,2.7,1357.0,6.7,1235.0,6.1
1541,0.467,10.9,234.0,5.5,120.0,2.8,346.0,8.1,233.0,5.4
1542,1.417,9.9,1072.0,7.5,362.0,2.5,914.0,6.4,345.0,2.4
1543,1.416,9.52,1278.0,8.6,357.0,2.4,938.0,6.3,138.0,0.9
1544,,,,,,,,,,
1545,8.052,10.3,3064.0,3.9,2023.0,2.6,5994.0,7.7,4988.0,6.4
1546,0.955,11.39,337.0,4.0,204.0,2.4,645.0,7.7,618.0,7.4
1547,39.485,10.5,19445.0,5.2,9795.0,2.6,27806.0,7.4,20040.0,5.3
1548,2.476,8.08,1670.0,5.4,730.0,2.4,1762.0,5.7,806.0,2.6
1549,1.286,10.12,852.0,6.7,326.0,2.6,788.0,6.2,434.0,3.4
1550,1.786,10.64,1100.0,6.6,341.0,2.0,1109.0,6.6,686.0,4.1
1551,1.941,9.15,926.0,4.4,450.0,2.1,1209.0,5.7,1015.0,4.8
1552,1.412,11.31,441.0,3.5,275.0,2.2,754.0,6.0,971.0,7.8
1553,1.16,9.08,898.0,7.0,333.0,2.6,679.0,5.3,262.0,2.1
1554,1.311,10.94,538.0,4.5,256.0,2.1,724.0,6.0,773.0,6.5
1555,11.222,12.06,3700.0,4.0,2488.0,2.7,6279.0,6.8,7522.0,8.1
1556,2.272,9.97,1766.0,7.8,488.0,2.1,1398.0,6.1,506.0,2.2
1557,2.844,10.55,1636.0,6.1,629.0,2.3,1760.0,6.5,1208.0,4.5
1558,2.312,10.34,909.0,4.1,690.0,3.1,1443.0,6.5,1403.0,6.3
1559,0.59,12.44,226.0,4.8,153.0,3.2,297.0,6.3,364.0,7.7
1560,1.512,9.55,1112.0,7.0,412.0,2.6,960.0,6.1,400.0,2.5
1561,1.544,9.38,1317.0,8.0,394.0,2.4,916.0,5.6,227.0,1.4
1562,,,,,,,,,,
1563,8.879,10.25,3384.0,3.9,2027.0,2.3,5816.0,6.7,5495.0,6.3
1564,1.031,11.11,342.0,3.7,230.0,2.5,604.0,6.5,689.0,7.4
1565,43.578,10.46,20817.0,5.0,10487.0,2.5,27313.0,6.6,22761.0,5.5
1566,2.26,7.62,1571.0,5.3,759.0,2.6,1509.0,5.1,689.0,2.3
1567,1.223,9.94,801.0,6.5,303.0,2.5,831.0,6.8,422.0,3.4
1568,1.586,9.75,1182.0,7.3,384.0,2.4,1176.0,7.2,404.0,2.5
1569,1.81,8.82,912.0,4.4,459.0,2.2,1041.0,5.1,898.0,4.4
1570,1.329,10.99,490.0,4.1,282.0,2.3,754.0,6.2,839.0,6.9
1571,1.161,9.39,918.0,7.4,301.0,2.4,740.0,6.0,243.0,2.0
1572,1.238,10.68,474.0,4.1,218.0,1.9,736.0,6.3,764.0,6.6
1573,10.149,11.26,3662.0,4.1,2461.0,2.7,6297.0,7.0,6487.0,7.2
1574,2.058,9.33,1711.0,7.8,436.0,2.0,1237.0,5.6,347.0,1.6
1575,2.643,10.13,1589.0,6.1,604.0,2.3,1614.0,6.2,1054.0,4.0
1576,2.183,10.07,970.0,4.5,707.0,3.3,1420.0,6.6,1213.0,5.6
1577,0.485,10.57,237.0,5.2,125.0,2.7,261.0,5.7,248.0,5.4
1578,1.438,9.39,1125.0,7.3,370.0,2.4,868.0,5.7,313.0,2.0
1579,1.434,9.01,1278.0,8.0,372.0,2.3,884.0,5.6,156.0,1.0
1580,,,,,,,,,,
1581,8.35,9.96,3228.0,3.9,2054.0,2.4,5775.0,6.9,5122.0,6.1
1582,0.943,10.49,306.0,3.4,239.0,2.7,529.0,5.9,637.0,7.1
1583,40.29,9.99,20454.0,5.1,10348.0,2.6,26573.0,6.6,19836.0,4.9
1584,2.302,7.52,1593.0,5.2,790.0,2.6,1891.0,6.2,709.0,2.3
1585,1.233,9.69,805.0,6.3,289.0,2.3,884.0,6.9,428.0,3.4
1586,1.644,9.77,1180.0,7.0,408.0,2.4,1328.0,7.9,464.0,2.8
1587,1.817,8.57,934.0,4.4,415.0,2.0,1356.0,6.4,883.0,4.2
1588,1.234,9.87,512.0,4.1,280.0,2.2,951.0,7.6,722.0,5.8
1589,1.118,8.76,893.0,7.0,320.0,2.5,888.0,7.0,225.0,1.8
1590,1.153,9.62,501.0,4.2,256.0,2.1,859.0,7.2,652.0,5.4
1591,10.212,10.94,3606.0,3.9,2653.0,2.8,7514.0,8.1,6606.0,7.1
1592,2.064,9.06,1658.0,7.3,487.0,2.1,1587.0,7.0,406.0,1.8
1593,2.763,10.24,1561.0,5.8,677.0,2.5,1938.0,7.2,1202.0,4.5
1594,2.079,9.27,927.0,4.1,650.0,2.9,1626.0,7.3,1152.0,5.1
1595,0.446,9.4,240.0,5.1,135.0,2.8,340.0,7.2,206.0,4.3
1596,1.373,8.68,1184.0,7.5,374.0,2.4,1016.0,6.4,189.0,1.2
1597,1.409,8.57,1315.0,8.0,333.0,2.0,1000.0,6.1,94.0,0.6
1598,,,,,,,,,,
1599,8.049,9.29,3262.0,3.8,2129.0,2.5,7167.0,8.3,4787.0,5.5
1600,1.017,10.95,345.0,3.7,221.0,2.4,683.0,7.4,672.0,7.2
1601,39.913,9.57,20516.0,4.9,10653.0,2.6,31827.0,7.6,19397.0,4.7
1602,2.101,7.1,1493.0,5.0,645.0,2.2,1776.0,6.0,608.0,2.1
1603,1.159,9.4,763.0,6.2,299.0,2.4,754.0,6.1,396.0,3.2
1604,1.547,9.49,1054.0,6.5,384.0,2.4,1093.0,6.7,493.0,3.0
1605,1.7,8.29,825.0,4.0,420.0,2.0,1162.0,5.7,875.0,4.3
1606,1.202,9.93,523.0,4.3,285.0,2.4,791.0,6.5,679.0,5.6
1607,1.014,8.2,801.0,6.5,313.0,2.5,700.0,5.7,213.0,1.7
1608,1.142,9.85,467.0,4.0,199.0,1.7,687.0,5.9,675.0,5.8
1609,9.268,10.25,3409.0,3.8,2330.0,2.6,6590.0,7.3,5859.0,6.5
1610,1.906,8.65,1539.0,7.0,453.0,2.1,1350.0,6.1,367.0,1.7
1611,2.468,9.45,1371.0,5.2,602.0,2.3,1718.0,6.6,1097.0,4.2
1612,2.0,9.21,990.0,4.6,673.0,3.1,1493.0,6.9,1010.0,4.6
1613,0.47,10.23,236.0,5.1,130.0,2.8,268.0,5.8,234.0,5.1
1614,1.274,8.32,1050.0,6.9,332.0,2.2,847.0,5.5,224.0,1.5
1615,1.366,8.59,1289.0,8.1,325.0,2.0,875.0,5.5,77.0,0.5
1616,,,,,,,,,,
1617,7.605,9.07,2979.0,3.6,1927.0,2.3,6012.0,7.2,4626.0,5.5
1618,0.89,9.89,332.0,3.7,209.0,2.3,642.0,7.1,558.0,6.2
1619,37.112,9.19,19121.0,4.7,9804.0,2.4,27575.0,6.8,17991.0,4.5
1620,2.242,7.33,1494.0,4.9,734.0,2.4,1510.0,4.9,748.0,2.4
1621,1.174,9.21,756.0,5.9,298.0,2.3,715.0,5.6,418.0,3.3
1622,1.702,10.1,1055.0,6.3,417.0,2.5,950.0,5.6,647.0,3.8
1623,1.728,8.15,853.0,4.0,436.0,2.1,983.0,4.6,875.0,4.1
1624,1.244,9.94,477.0,3.8,310.0,2.5,732.0,5.8,767.0,6.1
1625,1.091,8.54,750.0,5.9,322.0,2.5,659.0,5.2,341.0,2.7
1626,1.131,9.43,480.0,4.0,234.0,2.0,648.0,5.4,651.0,5.4
1627,10.088,10.78,3571.0,3.8,2457.0,2.6,5893.0,6.3,6517.0,7.0
1628,1.993,8.75,1565.0,6.9,459.0,2.0,1188.0,5.2,428.0,1.9
1629,2.639,9.77,1546.0,5.7,631.0,2.3,1501.0,5.6,1093.0,4.0
1630,2.188,9.73,867.0,3.9,676.0,3.0,1295.0,5.8,1321.0,5.9
1631,0.535,11.27,231.0,4.9,136.0,2.9,225.0,4.7,304.0,6.4
1632,1.33,8.41,1081.0,6.8,376.0,2.4,741.0,4.7,249.0,1.6
1633,1.367,8.32,1194.0,7.3,379.0,2.3,746.0,4.5,173.0,1.1
1634,,,,,,,,,,
1635,8.119,9.37,3136.0,3.6,2075.0,2.4,5702.0,6.6,4983.0,5.8
1636,0.951,10.22,358.0,3.8,266.0,2.9,532.0,5.7,593.0,6.4
1637,39.522,9.47,19414.0,4.7,10462.0,2.5,24817.0,5.9,20108.0,4.8
1638,2.551,8.35,1503.0,4.9,767.0,2.5,1727.0,5.6,1048.0,3.4
1639,1.305,10.23,772.0,6.1,318.0,2.5,692.0,5.4,533.0,4.2
1640,1.884,11.17,1148.0,6.8,421.0,2.5,961.0,5.7,736.0,4.4
1641,2.047,9.65,922.0,4.3,473.0,2.2,1121.0,5.3,1125.0,5.3
1642,1.409,11.25,468.0,3.7,308.0,2.5,717.0,5.7,941.0,7.5
1643,1.227,9.61,858.0,6.7,307.0,2.4,618.0,4.8,369.0,2.9
1644,1.278,10.65,455.0,3.8,269.0,2.2,655.0,5.5,823.0,6.9
1645,11.317,12.08,3462.0,3.7,2830.0,3.0,6246.0,6.7,7855.0,8.4
1646,2.172,9.54,1628.0,7.1,518.0,2.3,1169.0,5.1,544.0,2.4
1647,3.044,11.26,1562.0,5.8,684.0,2.5,1503.0,5.6,1482.0,5.5
1648,2.358,10.47,926.0,4.1,692.0,3.1,1419.0,6.3,1432.0,6.4
1649,0.56,11.79,225.0,4.7,140.0,2.9,248.0,5.2,335.0,7.1
1650,1.528,9.67,975.0,6.2,387.0,2.4,766.0,4.8,553.0,3.5
1651,1.515,9.22,1305.0,7.9,403.0,2.5,781.0,4.8,210.0,1.3
1652,,,,,,,,,,
1653,8.813,10.17,3117.0,3.6,2185.0,2.5,5982.0,6.9,5696.0,6.6
1654,1.033,11.1,286.0,3.1,169.0,1.8,525.0,5.6,747.0,8.0
1655,44.041,10.55,19612.0,4.7,11220.0,2.7,25920.0,6.2,24429.0,5.8
1656,2.605,8.81,1465.0,5.0,624.0,2.1,1019.0,3.4,1140.0,3.9
1657,1.362,11.02,792.0,6.4,227.0,1.8,489.0,4.0,570.0,4.6
1658,1.882,11.52,1127.0,6.9,351.0,2.1,700.0,4.3,755.0,4.6
1659,2.031,9.89,912.0,4.4,352.0,1.7,686.0,3.3,1119.0,5.5
1660,1.368,11.28,464.0,3.8,261.0,2.2,501.0,4.1,904.0,7.5
1661,1.225,9.91,790.0,6.4,269.0,2.2,470.0,3.8,435.0,3.5
1662,1.32,11.37,518.0,4.5,232.0,2.0,436.0,3.8,802.0,6.9
1663,11.498,12.66,3616.0,4.0,2116.0,2.3,4459.0,4.9,7882.0,8.7
1664,2.172,9.86,1581.0,7.2,394.0,1.8,818.0,3.7,591.0,2.7
1665,3.059,11.68,1543.0,5.9,455.0,1.7,1053.0,4.0,1516.0,5.8
1666,2.39,10.95,950.0,4.4,588.0,2.7,1046.0,4.8,1440.0,6.6
1667,0.536,11.66,241.0,5.2,100.0,2.2,149.0,3.2,295.0,6.4
1668,1.567,10.25,1073.0,7.0,280.0,1.8,562.0,3.7,494.0,3.2
1669,1.629,10.25,1356.0,8.5,267.0,1.7,546.0,3.4,273.0,1.7
1670,,,,,,,,,,
1671,9.153,10.91,3105.0,3.7,1720.0,2.1,4292.0,5.1,6048.0,7.2
1672,1.074,11.91,324.0,3.6,147.0,1.6,387.0,4.3,750.0,8.3
1673,44.871,11.1,19857.0,4.9,8673.0,2.1,18284.0,4.5,25014.0,6.2
1674,2.689,8.81,1687.0,5.5,753.0,2.5,1544.0,5.1,1002.0,3.3
1675,1.465,11.47,856.0,6.7,333.0,2.6,874.0,6.8,609.0,4.8
1676,1.858,11.0,1196.0,7.1,432.0,2.6,1134.0,6.7,662.0,3.9
1677,1.995,9.41,977.0,4.6,448.0,2.1,1177.0,5.6,1018.0,4.8
