,Birth,Birth_rate,Death,Death_rate,Divorce,Divorce_rate,Marriage,Marriage_rate,Natural_growth,Natural_growth_rate
0,3.752,11.61,1875.0,5.8,814.0,2.5,2435.0,7.5,1877.0,5.8
1,1.903,15.06,924.0,7.3,220.0,1.7,828.0,6.6,979.0,7.7
2,2.398,14.75,1466.0,9.0,321.0,2.0,1055.0,6.5,932.0,5.7
3,3.057,14.39,1117.0,5.3,422.0,2.0,1577.0,7.4,1940.0,9.1
4,1.859,16.08,565.0,4.9,280.0,2.4,868.0,7.5,1294.0,11.2
5,1.966,14.91,1067.0,8.1,304.0,2.3,817.0,6.2,899.0,6.8
6,2.159,18.77,606.0,5.3,212.0,1.8,932.0,8.1,1553.0,13.5
7,13.527,17.85,3770.0,5.0,1931.0,2.5,5759.0,7.6,9757.0,12.9
8,3.362,14.14,2230.0,9.4,406.0,1.7,1691.0,7.1,1132.0,4.8
9,3.928,15.05,2125.0,8.1,577.0,2.2,2092.0,8.0,1803.0,6.9
10,3.32,15.61,957.0,4.5,604.0,2.8,1520.0,7.1,2363.0,11.1
11,0.842,18.45,288.0,6.3,136.0,3.0,396.0,8.7,554.0,12.1
12,2.547,14.97,1381.0,8.1,318.0,1.9,1131.0,6.6,1166.0,6.9
13,2.679,14.69,1771.0,9.7,363.0,2.0,1216.0,6.7,908.0,5.0
14,,,,,,,,,,
15,12.866,14.79,3931.0,4.5,1835.0,2.1,6781.0,7.8,8935.0,10.3
16,1.479,17.03,384.0,4.4,167.0,1.9,655.0,7.5,1095.0,12.6
17,61.644,15.37,24457.0,6.1,9045.0,2.3,30120.0,7.5,37187.0,9.3
18,3.632,12.02,1453.0,4.8,802.0,2.7,2057.0,6.8,2179.0,7.2
19,1.722,14.57,878.0,7.4,257.0,2.2,753.0,6.4,844.0,7.1
20,2.273,14.95,1120.0,7.4,326.0,2.1,893.0,5.9,1153.0,7.6
21,2.698,13.56,983.0,4.9,429.0,2.2,1439.0,7.2,1715.0,8.6
22,1.752,16.17,467.0,4.3,307.0,2.8,757.0,7.0,1285.0,11.9
23,1.78,14.44,898.0,7.3,315.0,2.6,710.0,5.8,882.0,7.2
24,1.916,17.78,494.0,4.6,205.0,1.9,780.0,7.2,1422.0,13.2
25,12.437,17.51,3080.0,4.3,2008.0,2.8,5036.0,7.1,9357.0,13.2
26,3.221,14.5,1899.0,8.5,408.0,1.8,1548.0,7.0,1322.0,6.0
27,3.612,14.79,1629.0,6.7,576.0,2.4,1882.0,7.7,1983.0,8.1
28,3.069,15.42,852.0,4.3,649.0,3.3,1261.0,6.3,2217.0,11.1
29,0.764,17.89,259.0,6.1,139.0,3.3,441.0,10.3,505.0,11.8
30,2.296,14.45,1212.0,7.6,332.0,2.1,975.0,6.1,1084.0,6.8
31,2.366,13.87,1537.0,9.0,376.0,2.2,1104.0,6.5,829.0,4.9
32,,,,,,,,,,
33,11.797,14.48,3218.0,4.0,1912.0,2.3,5596.0,6.9,8579.0,10.5
34,1.388,17.07,327.0,4.0,216.0,2.7,574.0,7.1,1061.0,13.0
35,56.723,15.11,20306.0,5.4,9392.0,2.5,26187.0,7.0,36417.0,9.7
36,3.935,12.19,1607.0,5.0,910.0,2.8,2024.0,6.3,2328.0,7.2
37,1.805,14.28,873.0,6.9,289.0,2.3,918.0,7.3,932.0,7.4
38,2.269,13.96,1325.0,8.2,390.0,2.4,1187.0,7.3,944.0,5.8
39,3.057,14.36,1024.0,4.8,498.0,2.3,1491.0,7.0,2033.0,9.6
40,1.835,15.81,516.0,4.4,380.0,3.3,925.0,8.0,1319.0,11.4
41,1.803,13.69,1022.0,7.8,377.0,2.9,882.0,6.7,781.0,5.9
42,1.893,16.42,499.0,4.3,328.0,2.8,958.0,8.3,1394.0,12.1
43,13.157,17.29,3325.0,4.4,2127.0,2.8,6119.0,8.0,9832.0,12.9
44,3.292,13.87,1887.0,8.0,473.0,2.0,1706.0,7.2,1405.0,5.9
45,3.972,15.21,1744.0,6.7,659.0,2.5,1900.0,7.3,2228.0,8.5
46,3.267,15.35,911.0,4.3,736.0,3.5,1520.0,7.1,2356.0,11.1
47,0.809,17.71,276.0,6.0,131.0,2.9,416.0,9.1,533.0,11.7
48,2.384,14.05,1241.0,7.3,418.0,2.5,1256.0,7.4,1143.0,6.7
49,2.423,13.31,1644.0,9.0,444.0,2.4,1282.0,7.0,779.0,4.3
50,,,,,,,,,,
51,12.453,14.29,3368.0,3.9,2333.0,2.7,6781.0,7.8,9085.0,10.4
52,1.524,17.51,330.0,3.8,226.0,2.6,623.0,7.2,1194.0,13.7
53,59.878,14.91,21592.0,5.4,10878.0,2.7,30418.0,7.6,38286.0,9.5
54,3.464,11.08,1541.0,4.9,721.0,2.3,1733.0,5.5,1923.0,6.2
55,1.647,13.46,873.0,7.1,240.0,2.0,898.0,7.3,774.0,6.3
56,2.076,13.19,1235.0,7.8,277.0,1.8,1190.0,7.6,841.0,5.3
57,2.753,13.36,946.0,4.6,357.0,1.7,1219.0,5.9,1807.0,8.8
58,1.69,15.02,460.0,4.1,250.0,2.2,813.0,7.2,1230.0,10.9
59,1.612,12.65,901.0,7.1,295.0,2.3,870.0,6.8,711.0,5.6
60,1.773,15.87,489.0,4.4,222.0,2.0,864.0,7.7,1284.0,11.5
61,11.698,15.83,3262.0,4.4,1812.0,2.5,6043.0,8.2,8436.0,11.4
62,2.968,12.92,1802.0,7.8,390.0,1.7,1396.0,6.1,1166.0,5.1
63,3.661,14.48,1648.0,6.5,521.0,2.1,1500.0,5.9,2013.0,8.0
64,2.683,13.0,925.0,4.5,592.0,2.9,1545.0,7.5,1758.0,8.5
65,0.68,15.36,242.0,5.5,123.0,2.8,375.0,8.5,438.0,9.9
66,2.054,12.51,1163.0,7.1,291.0,1.8,993.0,6.0,891.0,5.4
67,2.157,12.27,1409.0,8.0,309.0,1.8,1164.0,6.6,748.0,4.3
68,,,,,,,,,,
69,10.782,12.77,3204.0,3.8,1916.0,2.3,6667.0,7.9,7578.0,9.0
70,1.36,16.12,320.0,3.8,199.0,2.4,500.0,5.9,1040.0,12.3
71,53.058,13.64,20420.0,5.2,8640.0,2.2,28179.0,7.2,32638.0,8.4
72,3.511,10.88,1417.0,4.4,864.0,2.7,2501.0,7.7,2094.0,6.5
73,1.652,13.05,865.0,6.8,284.0,2.2,970.0,7.7,787.0,6.2
74,1.988,12.21,1234.0,7.6,338.0,2.1,1265.0,7.8,754.0,4.6
75,2.785,13.06,939.0,4.4,471.0,2.2,1802.0,8.5,1846.0,8.7
76,1.599,13.73,473.0,4.1,338.0,2.9,1001.0,8.6,1126.0,9.7
77,1.615,12.27,886.0,6.7,333.0,2.5,1118.0,8.5,729.0,5.5
78,1.698,14.7,477.0,4.1,243.0,2.1,969.0,8.4,1221.0,10.6
79,11.362,14.83,3201.0,4.2,2159.0,2.8,7143.0,9.3,8161.0,10.7
80,2.973,12.53,1781.0,7.5,439.0,1.8,1846.0,7.8,1192.0,5.0
81,3.516,13.45,1618.0,6.2,663.0,2.5,2220.0,8.5,1898.0,7.3
82,2.782,13.02,769.0,3.6,703.0,3.3,1924.0,9.0,2013.0,9.4
83,0.733,16.01,240.0,5.2,134.0,2.9,410.0,9.0,493.0,10.8
84,2.041,12.03,1216.0,7.2,391.0,2.3,1196.0,7.1,825.0,4.9
85,2.109,11.61,1402.0,7.7,380.0,2.1,1265.0,7.0,707.0,3.9
86,,,,,,,,,,
87,10.817,12.39,3064.0,3.5,2108.0,2.4,8428.0,9.7,7753.0,8.9
88,1.311,15.01,280.0,3.2,230.0,2.6,797.0,9.1,1031.0,11.8
89,52.492,13.04,19862.0,4.9,10210.0,2.5,35330.0,8.8,32630.0,8.1
90,2.949,9.45,1343.0,4.3,874.0,2.8,2160.0,6.9,1606.0,5.1
91,1.436,11.72,828.0,6.8,283.0,2.3,794.0,6.5,608.0,5.0
92,1.813,11.51,1170.0,7.4,383.0,2.4,987.0,6.3,643.0,4.1
93,2.321,11.25,841.0,4.1,438.0,2.1,1422.0,6.9,1480.0,7.2
94,1.409,12.49,439.0,3.9,296.0,2.6,806.0,7.1,970.0,8.6
95,1.495,11.74,866.0,6.8,337.0,2.6,884.0,6.9,629.0,4.9
96,1.539,13.79,415.0,3.7,251.0,2.2,776.0,7.0,1124.0,10.1
97,10.491,14.12,2956.0,4.0,2165.0,2.9,6147.0,8.3,7535.0,10.1
98,2.472,10.76,1660.0,7.2,471.0,2.1,1441.0,6.3,812.0,3.5
99,2.992,11.82,1509.0,6.0,677.0,2.7,1701.0,6.7,1483.0,5.9
100,2.603,12.57,833.0,4.0,652.0,3.1,1596.0,7.7,1770.0,8.5
101,0.611,13.78,213.0,4.8,158.0,3.6,322.0,7.3,398.0,9.0
102,1.865,11.36,1085.0,6.6,369.0,2.2,847.0,5.2,780.0,4.8
103,1.894,10.75,1385.0,7.9,343.0,1.9,949.0,5.4,509.0,2.9
104,,,,,,,,,,
105,9.743,11.53,2959.0,3.5,2264.0,2.7,7160.0,8.5,6784.0,8.0
106,1.141,13.48,284.0,3.4,239.0,2.8,649.0,7.7,857.0,10.1
107,46.774,12.0,18786.0,4.8,10324.0,2.6,29029.0,7.4,27988.0,7.2
108,3.113,9.66,1392.0,4.3,878.0,2.7,1450.0,4.5,1721.0,5.3
109,1.485,11.72,770.0,6.1,304.0,2.4,573.0,4.5,715.0,5.6
110,1.865,11.45,1118.0,6.9,382.0,2.3,698.0,4.3,747.0,4.6
111,2.441,11.44,893.0,4.2,446.0,2.1,1011.0,4.7,1548.0,7.3
112,1.451,12.44,446.0,3.8,318.0,2.7,536.0,4.6,1005.0,8.6
113,1.503,11.42,853.0,6.5,327.0,2.5,593.0,4.5,650.0,4.9
114,1.61,13.97,439.0,3.8,216.0,1.9,567.0,4.9,1171.0,10.2
115,10.682,13.88,3051.0,4.0,2122.0,2.8,4224.0,5.5,7631.0,9.9
116,2.714,11.44,1737.0,7.3,446.0,1.9,956.0,4.0,977.0,4.1
117,3.087,11.79,1518.0,5.8,581.0,2.2,1168.0,4.5,1569.0,6.0
118,2.669,12.45,893.0,4.2,675.0,3.1,1121.0,5.2,1776.0,8.3
119,0.661,14.42,262.0,5.7,132.0,2.9,243.0,5.3,399.0,8.7
120,1.925,11.35,1098.0,6.5,346.0,2.0,650.0,3.8,827.0,4.9
121,1.944,10.67,1454.0,8.0,381.0,2.1,718.0,3.9,490.0,2.7
122,,,,,,,,,,
123,9.99,11.44,3077.0,3.5,2165.0,2.5,5162.0,5.9,6913.0,7.9
124,1.237,14.13,292.0,3.3,227.0,2.6,389.0,4.4,945.0,10.8
125,48.377,12.0,19293.0,4.8,10083.0,2.5,20488.0,5.1,29084.0,7.2
126,3.299,10.24,1405.0,4.4,902.0,2.8,1313.0,4.1,1894.0,5.9
127,1.536,12.12,808.0,6.4,319.0,2.5,549.0,4.3,728.0,5.7
128,1.936,11.89,1294.0,7.9,390.0,2.4,676.0,4.2,642.0,3.9
129,2.611,12.23,891.0,4.2,519.0,2.4,884.0,4.1,1720.0,8.1
130,1.551,13.28,473.0,4.0,316.0,2.7,542.0,4.6,1078.0,9.2
131,1.513,11.49,858.0,6.5,348.0,2.6,525.0,4.0,655.0,5.0
132,1.657,14.33,415.0,3.6,291.0,2.5,525.0,4.5,1242.0,10.7
133,11.256,14.59,3113.0,4.0,2340.0,3.0,3912.0,5.1,8143.0,10.6
134,2.751,11.6,1688.0,7.1,569.0,2.4,894.0,3.8,1063.0,4.5
135,3.264,12.46,1576.0,6.0,647.0,2.5,1070.0,4.1,1688.0,6.4
136,2.742,12.78,913.0,4.3,757.0,3.5,1059.0,4.9,1829.0,8.5
137,0.664,14.48,221.0,4.8,225.0,4.9,218.0,4.8,443.0,9.7
138,1.956,11.54,1186.0,7.0,414.0,2.4,602.0,3.6,770.0,4.5
139,2.123,11.69,1417.0,7.8,445.0,2.5,657.0,3.6,706.0,3.9
140,,,,,,,,,,
141,10.539,12.06,3215.0,3.7,2358.0,2.7,4660.0,5.3,7324.0,8.4
142,1.225,13.97,325.0,3.7,229.0,2.6,337.0,3.8,900.0,10.3
143,50.623,12.55,19798.0,4.9,11216.0,2.8,18780.0,4.7,30825.0,7.6
144,3.438,11.03,1454.0,4.7,817.0,2.6,1059.0,3.4,1984.0,6.4
145,1.568,12.79,843.0,6.9,274.0,2.2,469.0,3.8,725.0,5.9
146,2.113,13.41,1170.0,7.4,356.0,2.3,634.0,4.0,943.0,6.0
147,2.584,12.5,956.0,4.6,463.0,2.2,620.0,3.0,1628.0,7.9
148,1.619,14.32,439.0,3.9,263.0,2.3,490.0,4.3,1180.0,10.4
149,1.584,12.43,863.0,6.8,276.0,2.2,527.0,4.1,721.0,5.7
150,1.834,16.37,517.0,4.6,311.0,2.8,471.0,4.2,1317.0,11.8
151,11.708,15.66,3223.0,4.3,1945.0,2.6,3392.0,4.5,8485.0,11.3
152,2.881,12.56,1724.0,7.5,426.0,1.9,797.0,3.5,1157.0,5.0
153,3.353,13.23,1662.0,6.6,580.0,2.3,906.0,3.6,1691.0,6.7
154,2.925,14.07,901.0,4.3,573.0,2.8,922.0,4.4,2024.0,9.7
155,0.74,16.68,235.0,5.3,124.0,2.8,152.0,3.4,505.0,11.4
156,2.122,12.95,1189.0,7.3,323.0,2.0,502.0,3.1,933.0,5.7
157,2.128,12.14,1504.0,8.6,373.0,2.1,593.0,3.4,624.0,3.6
158,,,,,,,,,,
159,11.02,13.03,3181.0,3.8,2001.0,2.4,3694.0,4.4,7839.0,9.3
160,1.296,15.27,321.0,3.8,221.0,2.6,289.0,3.4,975.0,11.5
161,52.913,13.56,20182.0,5.2,9445.0,2.4,15844.0,4.1,32731.0,8.4
162,3.561,11.07,1644.0,5.1,901.0,2.8,1783.0,5.5,1917.0,6.0
163,1.674,13.21,883.0,7.0,310.0,2.4,808.0,6.4,791.0,6.2
164,2.008,12.34,1317.0,8.1,386.0,2.4,1045.0,6.4,691.0,4.2
165,2.814,13.17,1004.0,4.7,469.0,2.2,1249.0,5.8,1810.0,8.5
166,1.665,14.24,504.0,4.3,307.0,2.6,844.0,7.2,1161.0,9.9
167,1.542,11.72,928.0,7.1,332.0,2.5,917.0,7.0,614.0,4.7
168,1.78,15.36,473.0,4.1,269.0,2.3,681.0,5.9,1307.0,11.3
169,12.126,15.67,3437.0,4.4,2219.0,2.9,5856.0,7.6,8689.0,11.2
170,2.858,12.06,1840.0,7.8,495.0,2.1,1359.0,5.7,1018.0,4.3
171,3.619,13.82,1803.0,6.9,657.0,2.5,1430.0,5.5,1816.0,6.9
172,2.88,13.39,987.0,4.6,642.0,3.0,1519.0,7.1,1893.0,8.8
173,0.72,15.7,287.0,6.3,166.0,3.6,319.0,7.0,433.0,9.4
174,1.989,11.75,1280.0,7.6,355.0,2.1,865.0,5.1,709.0,4.2
175,2.156,11.92,1591.0,8.8,361.0,2.0,842.0,4.7,565.0,3.1
176,,,,,,,,,,
177,11.659,13.34,3472.0,4.0,2347.0,2.7,6393.0,7.3,8187.0,9.4
178,1.378,15.7,375.0,4.3,244.0,2.8,509.0,5.8,1003.0,11.4
179,54.429,13.49,21825.0,5.4,10626.0,2.6,26823.0,6.6,32604.0,8.1
180,3.384,10.87,1612.0,5.2,828.0,2.7,2284.0,7.3,1772.0,5.7
181,1.592,12.97,948.0,7.7,263.0,2.1,995.0,8.1,644.0,5.2
182,1.949,12.37,1258.0,8.0,373.0,2.4,1181.0,7.5,691.0,4.4
183,2.693,13.02,919.0,4.4,447.0,2.2,1599.0,7.7,1774.0,8.6
184,1.573,13.88,498.0,4.4,305.0,2.7,998.0,8.8,1075.0,9.5
185,1.563,12.27,914.0,7.2,355.0,2.8,1051.0,8.2,649.0,5.1
186,1.659,14.77,523.0,4.7,260.0,2.3,959.0,8.5,1136.0,10.1
187,11.949,15.9,3299.0,4.4,2082.0,2.8,7421.0,9.9,8650.0,11.5
188,2.882,12.57,1871.0,8.2,460.0,2.0,1591.0,6.9,1011.0,4.4
189,3.385,13.35,1714.0,6.8,568.0,2.2,1845.0,7.3,1671.0,6.6
190,2.728,13.09,906.0,4.3,645.0,3.1,1844.0,8.8,1822.0,8.7
191,0.724,16.3,240.0,5.4,153.0,3.4,373.0,8.4,484.0,10.9
192,2.01,12.27,1180.0,7.2,302.0,1.8,1074.0,6.6,830.0,5.1
193,2.026,11.59,1605.0,9.2,365.0,2.1,1046.0,6.0,421.0,2.4
194,,,,,,,,,,
195,11.027,13.05,3262.0,3.9,2141.0,2.5,7963.0,9.4,7765.0,9.2
196,1.259,14.8,319.0,3.7,202.0,2.4,720.0,8.5,940.0,11.0
197,52.403,13.41,21068.0,5.4,9887.0,2.5,33343.0,8.5,31335.0,8.0
198,3.184,9.9,1575.0,4.9,818.0,2.5,2544.0,7.9,1609.0,5.0
199,1.608,12.68,867.0,6.8,305.0,2.4,1031.0,8.1,741.0,5.8
200,2.045,12.56,1247.0,7.7,350.0,2.2,1286.0,7.9,798.0,4.9
201,2.663,12.46,978.0,4.6,411.0,1.9,1811.0,8.5,1685.0,7.9
202,1.567,13.36,520.0,4.4,293.0,2.5,1084.0,9.2,1047.0,8.9
203,1.506,11.44,928.0,7.0,342.0,2.6,1004.0,7.6,578.0,4.4
204,1.63,14.03,519.0,4.5,244.0,2.1,1075.0,9.3,1111.0,9.6
205,11.311,14.51,3275.0,4.2,1978.0,2.5,8108.0,10.4,8036.0,10.3
206,2.816,11.89,1861.0,7.9,493.0,2.1,1836.0,7.8,955.0,4.0
207,3.291,12.56,1709.0,6.5,536.0,2.0,2186.0,8.3,1582.0,6.0
208,2.765,12.83,904.0,4.2,677.0,3.1,2026.0,9.4,1861.0,8.6
209,0.685,14.92,286.0,6.2,142.0,3.1,357.0,7.8,399.0,8.7
210,1.984,11.72,1271.0,7.5,341.0,2.0,1271.0,7.5,713.0,4.2
211,2.041,11.31,1531.0,8.5,327.0,1.8,1233.0,6.8,510.0,2.8
212,,,,,,,,,,
213,10.461,11.98,3345.0,3.8,2097.0,2.4,9460.0,10.8,7116.0,8.1
214,1.218,13.83,335.0,3.8,220.0,2.5,848.0,9.6,883.0,10.0
215,50.775,12.56,21151.0,5.2,9709.0,2.4,37549.0,9.3,29624.0,7.3
216,3.406,10.56,1639.0,5.1,799.0,2.5,2054.0,6.4,1767.0,5.5
217,1.841,14.47,848.0,6.7,264.0,2.1,796.0,6.3,993.0,7.8
218,2.245,13.76,1230.0,7.5,330.0,2.0,886.0,5.4,1015.0,6.2
219,2.849,13.28,1057.0,4.9,423.0,2.0,1482.0,6.9,1792.0,8.4
220,1.796,15.25,485.0,4.1,314.0,2.7,756.0,6.4,1311.0,11.1
221,1.781,13.49,853.0,6.5,319.0,2.4,721.0,5.5,928.0,7.0
222,2.03,17.4,516.0,4.4,270.0,2.3,777.0,6.7,1514.0,13.0
223,12.699,16.2,3328.0,4.2,1885.0,2.4,5408.0,6.9,9371.0,12.0
224,2.955,12.44,1840.0,7.7,464.0,2.0,1508.0,6.4,1115.0,4.7
225,3.503,13.33,1680.0,6.4,556.0,2.1,1925.0,7.3,1823.0,6.9
226,3.072,14.2,941.0,4.4,595.0,2.8,1364.0,6.3,2131.0,9.9
227,0.672,14.59,256.0,5.6,114.0,2.5,376.0,8.2,416.0,9.0
228,2.41,14.21,1195.0,7.0,326.0,1.9,1018.0,6.0,1215.0,7.2
229,2.392,13.23,1563.0,8.6,338.0,1.9,996.0,5.5,829.0,4.6
230,,,,,,,,,,
231,11.961,13.65,3305.0,3.8,1940.0,2.2,6242.0,7.1,8656.0,9.9
232,1.337,15.12,341.0,3.9,219.0,2.5,617.0,7.0,996.0,11.3
233,56.949,14.04,21077.0,5.2,9270.0,2.3,27280.0,6.7,35872.0,8.8
234,3.163,10.86,1573.0,5.4,939.0,3.2,1884.0,6.5,1590.0,5.5
235,1.642,14.28,790.0,6.9,357.0,3.1,727.0,6.3,852.0,7.4
236,2.003,13.59,1127.0,7.6,366.0,2.5,850.0,5.8,876.0,5.9
237,2.385,12.3,903.0,4.7,485.0,2.5,1303.0,6.7,1482.0,7.6
238,1.537,14.41,490.0,4.6,341.0,3.2,711.0,6.7,1047.0,9.8
239,1.473,12.35,838.0,7.0,420.0,3.5,642.0,5.4,635.0,5.3
240,1.578,14.94,474.0,4.5,277.0,2.6,793.0,7.5,1104.0,10.5
241,11.314,15.93,3141.0,4.4,2326.0,3.3,4665.0,6.6,8173.0,11.5
242,2.718,12.69,1770.0,8.3,517.0,2.4,1348.0,6.3,948.0,4.4
243,3.297,13.88,1578.0,6.6,682.0,2.9,1674.0,7.0,1719.0,7.2
244,2.727,13.94,851.0,4.4,779.0,4.0,1119.0,5.7,1876.0,9.6
245,0.657,15.78,252.0,6.1,159.0,3.8,361.0,8.7,405.0,9.7
246,2.0,13.07,1130.0,7.4,404.0,2.6,889.0,5.8,870.0,5.7
247,2.07,12.69,1466.0,9.0,391.0,2.4,908.0,5.6,604.0,3.7
248,,,,,,,,,,
249,10.159,12.82,3030.0,3.8,2358.0,3.0,5454.0,6.9,7129.0,9.0
250,1.216,15.2,297.0,3.7,254.0,3.2,537.0,6.7,919.0,11.5
251,49.939,13.62,19710.0,5.4,11193.0,3.1,24243.0,6.6,30229.0,8.2
252,3.616,11.22,1696.0,5.3,951.0,3.0,1703.0,5.3,1920.0,6.0
253,1.715,13.47,877.0,6.9,358.0,2.8,877.0,6.9,838.0,6.6
254,2.123,13.01,1270.0,7.8,481.0,2.9,1118.0,6.8,853.0,5.2
255,2.76,12.85,1008.0,4.7,539.0,2.5,1176.0,5.5,1752.0,8.2
256,1.727,14.6,520.0,4.4,371.0,3.1,878.0,7.4,1207.0,10.2
257,1.646,12.47,1006.0,7.6,416.0,3.2,812.0,6.2,640.0,4.9
258,1.79,15.29,544.0,4.6,332.0,2.8,879.0,7.5,1246.0,10.6
259,12.234,15.52,3469.0,4.4,2624.0,3.3,5981.0,7.6,8765.0,11.1
260,3.023,12.76,2054.0,8.7,516.0,2.2,1319.0,5.6,969.0,4.1
261,3.561,13.54,1760.0,6.7,734.0,2.8,1559.0,5.9,1801.0,6.8
262,2.896,13.36,922.0,4.3,932.0,4.3,1504.0,6.9,1974.0,9.1
263,0.735,15.92,254.0,5.5,150.0,3.2,427.0,9.2,481.0,10.4
264,2.08,12.29,1307.0,7.7,371.0,2.2,1007.0,5.9,773.0,4.6
265,2.306,12.79,1715.0,9.5,419.0,2.3,1006.0,5.6,591.0,3.3
266,,,,,,,,,,
267,10.971,12.5,3397.0,3.9,2630.0,3.0,6751.0,7.7,7574.0,8.6
268,1.366,15.41,369.0,4.2,288.0,3.2,540.0,6.1,997.0,11.2
269,54.549,13.43,22168.0,5.5,12266.0,3.0,28002.0,6.9,32381.0,8.0
270,3.131,10.05,1571.0,5.0,813.0,2.6,1933.0,6.2,1560.0,5.0
271,1.558,12.63,825.0,6.7,292.0,2.4,929.0,7.5,733.0,5.9
272,1.861,11.78,1200.0,7.6,363.0,2.3,1049.0,6.6,661.0,4.2
273,2.413,11.61,981.0,4.7,493.0,2.4,1318.0,6.3,1432.0,6.9
274,1.509,13.17,498.0,4.3,293.0,2.6,889.0,7.8,1011.0,8.8
275,1.469,11.51,941.0,7.4,385.0,3.0,912.0,7.1,528.0,4.1
276,1.442,12.73,510.0,4.5,326.0,2.9,804.0,7.1,932.0,8.2
277,10.811,14.13,3347.0,4.4,2366.0,3.1,6228.0,8.1,7464.0,9.8
278,2.666,11.63,1808.0,7.9,497.0,2.2,1535.0,6.7,858.0,3.7
279,3.17,12.45,1667.0,6.5,577.0,2.3,1765.0,6.9,1503.0,5.9
280,2.609,12.43,937.0,4.5,741.0,3.5,1524.0,7.3,1672.0,8.0
281,0.636,14.22,263.0,5.9,137.0,3.1,340.0,7.6,373.0,8.3
282,1.904,11.63,1220.0,7.5,373.0,2.3,942.0,5.8,684.0,4.2
283,2.013,11.55,1528.0,8.8,354.0,2.0,1047.0,6.0,485.0,2.8
284,,,,,,,,,,
285,9.95,11.71,3355.0,4.0,2452.0,2.9,6825.0,8.0,6595.0,7.8
286,1.167,13.58,326.0,3.8,225.0,2.6,592.0,6.9,841.0,9.8
287,48.309,12.28,20977.0,5.3,10843.0,2.8,29065.0,7.4,27332.0,6.9
288,3.037,9.43,1497.0,4.7,863.0,2.7,2352.0,7.3,1540.0,4.8
289,1.508,11.83,814.0,6.4,344.0,2.7,1031.0,8.1,694.0,5.4
290,1.833,11.22,1198.0,7.3,375.0,2.3,1141.0,7.0,635.0,3.9
291,2.387,11.11,905.0,4.2,561.0,2.6,1666.0,7.8,1482.0,6.9
292,1.43,12.06,477.0,4.0,357.0,3.0,995.0,8.4,953.0,8.0
293,1.432,10.86,932.0,7.1,387.0,2.9,982.0,7.4,500.0,3.8
294,1.471,12.56,475.0,4.1,319.0,2.7,980.0,8.4,996.0,8.5
295,10.453,13.17,3275.0,4.1,2478.0,3.1,7231.0,9.1,7178.0,9.0
296,2.595,10.96,1852.0,7.8,554.0,2.3,1720.0,7.3,743.0,3.1
297,3.058,11.62,1693.0,6.4,665.0,2.5,2027.0,7.7,1365.0,5.2
298,2.511,11.57,885.0,4.1,879.0,4.0,1811.0,8.3,1626.0,7.5
299,0.689,14.89,254.0,5.5,160.0,3.5,395.0,8.5,435.0,9.4
300,1.808,10.7,1125.0,6.7,394.0,2.3,1077.0,6.4,683.0,4.0
301,1.783,9.9,1500.0,8.3,386.0,2.1,1073.0,6.0,283.0,1.6
302,,,,,,,,,,
303,9.649,11.0,3227.0,3.7,2591.0,3.0,8221.0,9.4,6422.0,7.3
304,1.158,13.02,326.0,3.7,232.0,2.6,711.0,8.0,832.0,9.4
305,46.802,11.51,20435.0,5.0,11685.0,2.9,33809.0,8.3,26367.0,6.5
306,2.66,8.54,1450.0,4.7,816.0,2.6,1946.0,6.2,1210.0,3.9
307,1.288,10.44,731.0,5.9,338.0,2.7,703.0,5.7,557.0,4.5
308,1.687,10.67,1106.0,7.0,356.0,2.3,827.0,5.2,581.0,3.7
309,2.094,10.07,894.0,4.3,548.0,2.6,1257.0,6.0,1200.0,5.8
310,1.215,10.58,425.0,3.7,349.0,3.0,821.0,7.1,790.0,6.9
311,1.253,9.82,869.0,6.8,343.0,2.7,733.0,5.7,384.0,3.0
312,1.387,12.24,419.0,3.7,291.0,2.6,710.0,6.3,968.0,8.5
313,9.524,12.37,2915.0,3.8,2493.0,3.2,5735.0,7.4,6609.0,8.6
314,2.319,10.12,1655.0,7.2,559.0,2.4,1175.0,5.1,664.0,2.9
315,2.779,10.91,1484.0,5.8,663.0,2.6,1508.0,5.9,1295.0,5.1
316,2.344,11.15,842.0,4.0,803.0,3.8,1536.0,7.3,1502.0,7.1
317,0.522,11.65,217.0,4.8,147.0,3.3,264.0,5.9,305.0,6.8
318,1.718,10.5,1131.0,6.9,399.0,2.4,763.0,4.7,587.0,3.6
319,1.624,9.31,1332.0,7.6,420.0,2.4,829.0,4.8,292.0,1.7
320,,,,,,,,,,
321,8.371,9.87,2992.0,3.5,2426.0,2.9,6667.0,7.9,5379.0,6.3
322,1.024,11.89,311.0,3.6,256.0,3.0,597.0,6.9,713.0,8.3
323,41.809,10.62,18773.0,4.8,11368.0,2.9,26465.0,6.7,23036.0,5.9
324,2.698,8.39,1477.0,4.6,887.0,2.8,1330.0,4.1,1221.0,3.8
325,1.181,9.27,730.0,5.7,326.0,2.6,556.0,4.4,451.0,3.5
326,1.648,10.09,1097.0,6.7,417.0,2.6,688.0,4.2,551.0,3.4
327,2.151,10.01,913.0,4.2,548.0,2.6,953.0,4.4,1238.0,5.8
328,1.338,11.26,457.0,3.8,337.0,2.8,606.0,5.1,881.0,7.4
329,1.356,10.28,857.0,6.5,372.0,2.8,573.0,4.3,499.0,3.8
